,Name,MRP,Discounted Price,Manufacturer
1303,FRESHCLOR Mint flavour Mouth Wash 100ml,133.00,109.06,Mkt: Group Pharmaceuticals Ltd
1304,Forair 100mg Respicaps 30'S,226.25,185.53,Mkt: Cadila Healthcare Ltd (Zydus)
1305,Flexon Suspension 100ml,51.55,42.27,Mkt: Aristo Pharmaceuticals Pvt Ltd
1306,Finabald T Tablet 10'S,167.00,136.94,Mkt: East West Pharma
1307,Flora BC Dry Syrup 60ml,58.56,48.02,Mkt: Mankind Pharma Pvt Ltd
1308,Ferium Injection 10ml,3568.00,2925.76,Mkt: Emcure Pharmaceuticals Ltd
1309,Fusiderm Cream 10gm,106.41,87.26,Mkt: Indi Pharma Pvt Ltd
1310,Fem Fairness Naturals Saffron Creme Bleach 64 gm,90.00,,Mkt: Dabur India Ltd
1311,Fritopan DSR Capsule 10'S,112.72,92.43,Mkt: Arinna Lifesciences Ltd
1312,Friends Underpad-Premium (L) 10's,600.00,570.00,Mkt: NOBEL HYGIENE PVT LTD
1313,Flucold AF Drops 15ml,50.50,41.41,Mkt: Wallace Pharmaceuticals Ltd
1314,Fortyfitt Tablet 30'S,150.00,103.50,Mkt: Charak Pharma Pvt Ltd
1315,Fertyl Super 100mg Tablet 5'S,67.50,55.35,Mkt: Arex Laboratories Pvt Ltd
1316,Flexabenz 5mg Tablet 10'S,112.00,91.84,Mkt: Macleods Pharmaceuticals Pvt Ltd
1317,Fritolev 750mg Tablet 10'S,216.60,177.61,Mkt: Arinna Lifesciences Ltd
1318,Fusigen Ointment 5gm,56.00,45.92,Mkt: Geno Pharmaceuticals Ltd
1319,Febrex Plus Delicious Rose Flavour Syrup 60ml,82.50,67.65,Mkt: Indoco Remedies Ltd
1320,Fast&Up Vitalize Multivitamin Effervescent Tablet - Orange Flavour (Pack of 3 x 20's),1170.00,643.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1321,Farotive 300 ER Tablet 6'S,685.00,561.70,Mkt: Koye Pharmaceuticals Pvt Ltd
1322,Fole 100mg Tablet 1'S,7.22,5.92,Mkt: Unison Pharmaceuticals Pvt Ltd
1323,Fomtide Cfc Free 200mcg Inhaler 9.2Gm,398.80,327.02,Mkt: Sun Pharmaceutical Industries Ltd
1324,Fondared 2.5mg Injection 0.5ml,1045.00,856.90,Mkt: Dr. Reddy's Laboratories Ltd
1325,Febrex 500mg Tablet 15'S,13.44,11.02,Mkt: Indoco Remedies Ltd
1326,Foristal Tablet 10'S,36.96,30.31,Mkt: Eris Oaknet Healthcare Pvt Ltd
1327,Flagyl Suspension 60ml,30.91,25.35,Mkt: Abbott Healthcare Pvt Ltd
1328,Fogg Fragrant Body Spray for Women - Delicious 150 ml,275.00,,Mkt: Vini Cosmetics Pvt Ltd
1329,FEXONA Tablet 10's,115.00,94.30,Mkt: Hetero Healthcare Limited
1330,Freegel Gel 30gm,113.30,92.91,Mkt: Hbc Lifesciences Pvt Ltd
1331,FRESUBIN ONCO ORANGE FLAVOUR Powder 400gm,1316.00,1079.12,Mkt: Fresenius Kabi India Pvt Ltd
1332,Flexon Suspension 60ml,38.60,31.65,Mkt: Aristo Pharmaceuticals Pvt Ltd
1333,Flurisone T Eye Drops 5ml,130.00,106.60,Mkt: Micro Labs Ltd
1334,Floxsafe 400mg Tablet 10'S,255.20,209.26,Mkt: Msn Laboratories Pvt Ltd
1335,FASH Pads 30's,290.00,237.80,Mkt: Curatio Health Care (I) Pvt Ltd
1336,Fuzinix Cream 15gm,147.00,120.54,Mkt: Canixa Life Sciences Pvt Ltd
1337,Flucold Syrup 60ml,60.50,49.61,Mkt: Wallace Pharmaceuticals Ltd
1338,Fusigen DP Cream 10gm,93.50,76.67,Mkt: Geno Pharmaceuticals Ltd
1339,Flavate 200mg Tablet 10'S,243.00,199.26,Mkt: Overseas Healthcare Pvt Ltd
1340,Fosfoe DELICIOUS MANGO FLAVOUR Powder 8Gm,458.59,376.04,Mkt: Koye Pharmaceuticals Pvt Ltd
1341,Faxicad 400mg Tablet 10'S,349.50,286.59,Mkt: Cadila Pharmaceuticals Ltd
1342,Fepanil 100mg Banana Flavour Oral Drops 15ml,30.07,24.66,Mkt: Veritaz Healthcare Ltd
1343,Fondared 7.5mg Injection 0.6ml,1921.50,1575.63,Mkt: Dr. Reddy's Laboratories Ltd
1344,Fusys DT 50mg Tablet 4'S,38.66,31.70,Mkt: Cadila Healthcare Ltd (Zydus)
1345,FE 3 Capsule 10'S,78.53,64.39,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1346,Fdson Plus Tablet 10'S,24.90,20.42,Mkt: Unison Pharmaceuticals Pvt Ltd
1347,Fepanil 500mg Tablet 15'S,13.44,11.02,Mkt: Veritaz Healthcare Ltd
1348,FAA 20 Syrup 150ml,236.72,194.11,Mkt: Lupin Ltd
1349,Femiforte Tablet 30'S,109.00,97.01,Mkt: Charak Pharma Pvt Ltd
1350,Futop Cream 10gm,98.22,80.54,Mkt: Eris Oaknet Healthcare Pvt Ltd
1351,Fluvir 75mg Capsule 10'S,539.00,441.98,Mkt: Hetero Healthcare Limited
1352,Fluticort F Inhaler 120Mdi,694.00,569.08,Mkt: Macleods Pharmaceuticals Pvt Ltd
1353,Faronac 200mg Tablet 6'S,583.00,478.06,Mkt: Micro Labs Ltd
1354,Faroeze 200mg Tablet 6'S,645.00,528.90,Mkt: Alniche Life Sciences Pvt Ltd
1355,Fast&Up Magnesio Magnesium & Zinc Effervescent Tablets - Lime & Lemon Flavour (Pack of 3 x 20's),1230.00,910.20,Mkt: Aeronutrix Sports Products Pvt Ltd
1356,Flutrol 125 Inhaler 120md 1's,508.00,416.56,Mkt: Macleods Pharmaceuticals Pvt Ltd
1357,Forcef CV 500mg Tablet 6'S,421.45,345.59,Mkt: Aristo Pharmaceuticals Pvt Ltd
1358,Flazacor 6mg Tablet 10'S,140.00,114.80,Mkt: Esmatrix Life Sciences Pvt Ltd
1359,Fexova 120mg Tablet 10'S,162.25,133.05,Mkt: Ipca Laboratories Ltd
1360,Fynal OZ Tablet 6'S,69.00,56.58,Mkt: Mankind Pharma Pvt Ltd
1361,Fheal Cream 32Gm,532.00,436.24,Mkt: Lupin Ltd
1362,Febrex Plus Delicious Rose Flavour Syrup 100ml,100.70,82.57,Mkt: Indoco Remedies Ltd
1363,Febrex Plus Drops 15ml,85.00,69.70,Mkt: Indoco Remedies Ltd
1364,Flamar 3D Tablet 10'S,258.00,211.56,Mkt: Indoco Remedies Ltd
1365,Fexy Suspension 60ml,137.30,112.59,Mkt: Lupin Ltd
1366,Flexilor Injection 2ml,137.00,112.34,Mkt: INTEGRACE PVT LTD
1367,Fluoren Nasal Spray 6Gm,398.00,326.36,Mkt: Indoco Remedies Ltd
1368,Fepanil Banana Flavour 120 Oral Suspension 60ml,36.29,29.76,Mkt: Veritaz Healthcare Ltd
1369,Forair 125 Inhaler 120Md,526.35,431.61,Mkt: Cadila Healthcare Ltd (Zydus)
1370,Fusiwal B Cream 10gm,180.00,147.60,Mkt: Wallace Pharmaceuticals Ltd
1371,Febrex Plus AF Drops 15ml,84.30,69.13,Mkt: Indoco Remedies Ltd
1372,Febrex 650mg Tablet 10'S,22.40,18.37,Mkt: Indoco Remedies Ltd
1373,Fluskin Cream 20gm,163.90,134.40,Mkt: East West Pharma
1374,FUNGEEHEAL 200mg Capsule 10's,372.20,305.20,Mkt: Lupin Ltd
1375,FML Neo Eye Drops 5ml,132.87,106.30,
1376,Flocetam 400mg Tablet 10'S,79.00,64.78,Mkt: Icon Life Sciences
1377,Fenixa M Tablet 10'S,187.00,153.34,Mkt: Canixa Life Sciences Pvt Ltd
1378,Fast&Up BCAA Supplements - Green Apple Flavour 450 gm,2700.00,1782.00,Mkt: Aeronutrix Sports Products Pvt Ltd
1379,Flupirza 100mg Capsule 10'S,110.00,90.20,Mkt: Icon Life Sciences
1380,Flucold AF Syrup 60ml,80.00,65.60,Mkt: Wallace Pharmaceuticals Ltd
1381,Fusibest Cream 10gm,98.22,80.54,Mkt: Systopic Laboratories Pvt Ltd
1382,Fogg Scent Make My Day for Women 100 ml,599.00,569.05,Mkt: Vini Cosmetics Pvt Ltd
1383,Fastpan 40mg Tablet 10'S,70.00,57.40,Mkt: Theia Health Care Pvt Ltd
1384,Febrex Plus AF Syrup 60ml,82.00,67.24,Mkt: Indoco Remedies Ltd
1385,Frizpain Nano Gel(Topical) 30gm,140.00,114.80,Mkt: Auftritt Healthcare Pvt Ltd
1386,Fightox 625mg Tablet 10'S,182.78,149.88,Mkt: Abbott Healthcare Pvt Ltd
1387,FOTOSIS 60K Chewable Tablet 10's,251.00,205.82,Mkt: Akesiss Pharma Pvt Ltd
1388,Ferium XT Plus Syrup 200ml,238.85,195.86,Mkt: Emcure Pharmaceuticals Ltd
1389,Flufung 400mg Tablet 3'S,89.14,73.09,Mkt: East West Pharma
1390,Flemiclav 625mg Tablet 10'S,168.46,138.14,Mkt: FDC Limited
1391,Forcef 250mg Tablet 10'S,300.00,246.00,Mkt: Aristo Pharmaceuticals Pvt Ltd
1392,FM Derma Ointment 10gm,257.00,210.74,Mkt: Nulife Pharmaceuticals Pvt Ltd
1393,Fast&Up Recover Daily Amino Acids Effervescent Tablets - Raspberry Flavour 20's,790.00,608.30,Mkt: Aeronutrix Sports Products Pvt Ltd
1394,FEX M Tablet 10'S,165.00,135.30,Mkt: East West Pharma
1395,Feronia 100mg Injection 5ml,286.72,235.11,Mkt: Zuventus Healthcare Ltd
1396,Forcan Plus Infusion 200ml,238.94,195.93,Mkt: Cipla Ltd
1397,Fusiderm Ointment 5gm,69.29,56.82,Mkt: Indi Pharma Pvt Ltd
1398,Fusi CP Cream 10gm,170.00,139.40,Mkt: Hindustan Medicare
1399,Flufung 50mg Tablet 4'S,35.32,28.96,Mkt: East West Pharma
1400,Fevago 100mg Peppermint Flavour Drops 15ml,30.07,24.66,Mkt: Cipla Ltd
1401,Ferri 100mg Injection 5ml,286.72,272.38,Mkt: Emcure Pharmaceuticals Ltd
1402,FLATUNA Tablet 10's,115.00,94.30,Mkt: Meridian Enterprises Pvt Ltd
1403,Fusiwal Ointment 5gm,95.00,77.90,Mkt: Wallace Pharmaceuticals Ltd
1404,FEX 120mg Tablet 10'S,144.10,118.16,Mkt: East West Pharma
1405,Ferikind S 100mg Injection 5ml,321.44,263.58,Mkt: Mankind Pharma Pvt Ltd
1406,Forcef CV 250mg Tablet 6'S,229.90,188.52,Mkt: Aristo Pharmaceuticals Pvt Ltd
1407,Fenixa Suspension 100ml,148.00,121.36,Mkt: Canixa Life Sciences Pvt Ltd
1408,Flutycandy 200mg Capsule 4'S,128.00,104.96,Mkt: Coxswain Healthcare
1409,Flutycandy 100mg Capsule 4'S,91.00,74.62,Mkt: Coxswain Healthcare
1410,Formosone 125 Inhaler 120Md,592.29,485.68,Mkt: Cadila Healthcare Ltd (Zydus)
1411,Forcef 500mg Tablet 10'S,495.00,405.90,Mkt: Aristo Pharmaceuticals Pvt Ltd
1412,FUNZI L Lotion 30ml,299.45,245.55,Mkt: Corona Remedies Pvt Ltd
1413,FLUSMILE 20mg Capsule 10's,45.29,37.14,Mkt: Arinna Lifesciences Ltd
1414,Fogg Scent Impressio Eau De Parfum 100 ml,650.00,,Mkt: Vini Cosmetics Pvt Ltd
1415,Fungotek 250mg Tablet 7'S,125.00,102.50,Mkt: FDC Limited
1416,FOSFOCIN Sachet 8gm,382.30,313.49,Mkt: Aristo Pharmaceuticals Pvt Ltd
1417,FIASP FLEXTOUCH 100iu Pen 3ml,914.76,823.28,Mkt: Abbott India Ltd
1418,Fastclav 500mg Tablet 10'S,665.30,545.55,Mkt: Ipca Laboratories Ltd
1419,Fogg Scent Xpressio Eau De Parfum 100 ml,650.00,617.50,Mkt: Vini Cosmetics Pvt Ltd
1420,Flanzen D Tablet 15'S,206.40,169.25,Mkt: Maneesh Pharmaceuticals Ltd
1421,Fogg Royal Body Spray 150 ml,250.00,237.50,Mkt: Vini Cosmetics Pvt Ltd
1422,Fondum 2.5mg Injection 0.5ml,1021.40,837.55,Mkt: Aristo Pharmaceuticals Pvt Ltd
1423,Faxicad 200mg Tablet 10'S,177.50,145.55,Mkt: Cadila Pharmaceuticals Ltd
1424,Fabulas 80mg Tablet 10'S,216.00,177.12,Mkt: Intas Pharmaceuticals Ltd
1425,Fast&Up BCAA Supplement Powder - Orange Flavour 450 gm,2700.00,1782.00,Mkt: Aeronutrix Sports Products Pvt Ltd
1426,Fem Fairness Naturals Fair & Soft Hair Removal Cream for Dry Skin - Sandal 40 gm,65.00,64.35,Mkt: Dabur India Ltd
1427,Freefat Tablet 10'S,196.00,174.44,Mkt: Esmatrix Life Sciences Pvt Ltd
1428,Fogg Scent Xtremo Eau De Parfum 100 ml,650.00,617.50,Mkt: Vini Cosmetics Pvt Ltd
1429,Flamcor 6mg Tablet 10'S,128.50,105.37,Mkt: Linux Laboratories Pvt Ltd
1430,Falcigo 60mg Injection 1'S,256.94,210.69,Mkt: Cadila Healthcare Ltd (Zydus)
1431,FEMGOLD Tablet 10's,255.00,209.10,Mkt: Corona Remedies Pvt Ltd
1432,Ferinova XT Tablet 10'S,151.70,124.39,Mkt: Lupin Ltd (Generics)
1433,Fdson 12 Tablet 30'S,83.70,68.63,Mkt: Unison Pharmaceuticals Pvt Ltd
1434,Fdson Spor Tablet 10'S,34.20,28.04,Mkt: Unison Pharmaceuticals Pvt Ltd
1435,Faxicad 550mg Tablet 10'S,388.00,318.16,Mkt: Cadila Pharmaceuticals Ltd
1436,Forson SR 1000mg Tablet 10'S,39.42,32.32,Mkt: Unison Pharmaceuticals Pvt Ltd
1437,Firmagon 80mg Injection 1'S,15000.00,13500.00,Mkt: Ferring Pharmaceuticals Pvt Ltd
1438,Fast&Up Reload Hydration Effervescent Tablet - Blueberry Flavour 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1439,Fem Fairness Naturals Fair & Soft Hair Removal Cream for All Skin Type - Gold 40 gm,85.00,76.50,Mkt: Dabur India Ltd
1440,FLUNISE 150mg Tablet 1's,13.00,10.66,Mkt: Eskon Pharma
1441,FIASP 100iu Injection 10ml,2021.25,1819.13,Mkt: Abbott India Ltd
1442,Flupanol 10mg Tablet 10'S,132.00,108.24,Mkt: Icon Life Sciences
1443,Fubra 40mg Tablet 10'S,118.00,96.76,Mkt: Comed Chemicals Limited
1444,Flemiclav Kid Dry Syrup 30ml,59.50,48.79,Mkt: FDC Limited
1445,Floace T Eye Drops 5ml,167.00,136.94,Mkt: Sentiss Pharma Pvt Ltd
1446,Fondaflo 2.5mg Injection(Pfs) 1's,1146.40,940.05,Mkt: Lupin Ltd
1447,Forcef 125mg Tablet 10'S,152.70,125.21,Mkt: Aristo Pharmaceuticals Pvt Ltd
1448,Flupanol 5mg Tablet 10'S,92.00,75.44,Mkt: Icon Life Sciences
1449,Flexalone D Tablet 10'S,139.00,113.98,Mkt: Icon Life Sciences
1450,Fynal 250mg Tablet 10'S,47.60,39.03,Mkt: Mankind Pharma Pvt Ltd
1451,Futop Cream 5gm,51.20,41.98,Mkt: Eris Oaknet Healthcare Pvt Ltd
1452,FEBRINIL Injection 3ml,12.14,9.95,Mkt: Maneesh Pharmaceuticals Ltd
1453,FEPANIL MEF DS Delicious Orange Flavour Suspension 60ml,57.90,47.48,Mkt: Veritaz Healthcare Ltd
1454,Fast&Up BCAA Supplement Powder - Lime & Lemon Flavour 450 gm,2700.00,1782.00,Mkt: Aeronutrix Sports Products Pvt Ltd
1455,Febrex 250mg Suspension 60ml,40.32,33.06,Mkt: Indoco Remedies Ltd
1456,Fast&Up Melatonin Tablet - Strawberry 20's,325.00,269.75,Mkt: Aeronutrix Sports Products Pvt Ltd
1457,Fast&Up Energy Gel - Zesty Lemon 5's,445.00,422.75,Mkt: Aeronutrix Sports Products Pvt Ltd
1458,Fast&Up Reload Hydration & Energy Tablet - Fizzy Apple 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1459,Fast&Up Reload Hydration & Energy Tablet - Peach Ice Tea 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1460,Fast&Up L-Carnitine Tartrate Tablets - Lemon Flavour 20's,650.00,507.00,Mkt: Aeronutrix Sports Products Pvt Ltd
1461,FREGAM MNT Tablet 10's,199.00,163.18,Mkt: SISKAN PHARMA LTD
1462,FERROPLUS Tablet 30's,87.00,71.34,Mkt: HLL Lifecare Limited
1463,FUSTAT Cream 10gm,110.00,90.20,Mkt: Rely On Pharmaceuticals
1464,FAROALFA CV Tablet 6's,854.00,700.28,Mkt: Alniche Life Sciences Pvt Ltd
1465,FARONEM CV Tablet 10's,1279.00,1048.78,Mkt: Sun Pharmaceutical Industries Ltd
1466,FE DAILY Tablet 10's,279.00,228.78,Mkt: Overseas Healthcare Pvt Ltd
1467,FEPANAC Eye Drops 5ml,142.70,117.01,Mkt: RHINE BIOGENICS PVT LTD
1468,FULTRESS Solution 60ml,540.00,442.80,Mkt: BDR Pharmaceuticals International Pvt Ltd
1469,FLUTIWAYS Nasal Spray 16gm,429.00,351.78,Mkt: Mankind Pharma Pvt Ltd
1470,FEVAGO 120MG STRAWBERRY & VANILA FLAVOUR Suspension 60ml,36.29,29.76,Mkt: Cipla Ltd
1471,FOLIOS 12 Tablet 10's,130.00,106.60,Mkt: APIOS LIFESCIENCE PVT LTD
1472,FOLIOS NVP Tablet 10's,157.00,128.74,Mkt: APIOS LIFESCIENCE PVT LTD
1473,Flamingo Flamiplast Elastic Adhesive Bandage (OC - 2068) (10 cm x 1 mtr),385.00,284.90,Mkt: Ascent Meditech Limited
1474,FARORIGHT ER 300 Tablet 10's,1249.00,1024.18,Mkt: Sun Pharmaceutical Industries Ltd
1475,FUSOCEFF CV Tablet 10's,399.00,327.18,Mkt: Vr Med Healthcare
1476,FUNGICROS Nail Lacquer 2.5ml,580.00,475.60,Mkt: Sun Pharmaceutical Industries Ltd
1477,FLAVONOVA Tablet 15's,299.00,245.18,Mkt: RHINE BIOGENICS PVT LTD
1478,FLOPEP 10 Tablet 10's,54.25,48.83,Mkt: FLOREAT MEDICA PVT LTD
1479,FLEXOPROL Tablet 10's,150.00,123.00,Mkt: Akesiss Pharma Pvt Ltd
1480,FLUSOLONE Eye Drops 5ml,90.00,73.80,Mkt: RHINE BIOGENICS PVT LTD
1481,FLOXITRU Eye Drops 5ml,90.75,74.42,Mkt: RHINE BIOGENICS PVT LTD
1482,FEBULIFE 40 Tablet 10's,99.50,81.59,Mkt: Renauxe Pharma India Pvt Ltd
1483,FEBUDIM 40 Tablet 10's,114.00,93.48,Mkt: Biokindle Lifesciences Pvt Ltd
1484,FAIR XT Tablet 10's,106.00,86.92,Mkt: Anax Life Sciences Pvt Ltd
1485,FREGAM M Tablet 10's,149.00,122.18,Mkt: SISKAN PHARMA LTD
1486,FANCAL Tablet 10's,58.00,47.56,Mkt: PHARMATECH INDIA
1487,FORAPRL 200 DPI Capsule 30's,187.80,154.00,Mkt: Pristine Pearl Pharma Pvt Ltd
1488,FIBNIB 150 Capsule 10's,990.00,811.80,Mkt: Alkem Laboratories Ltd
1489,FIBNIB 100 Capsule 10's,825.00,676.50,Mkt: Alkem Laboratories Ltd
1490,FOTOSIS 2k Chewable Tablet 10's,53.00,47.70,Mkt: Akesiss Pharma Pvt Ltd
1491,Frsh Dedorant Body Spray - Macho-Pack Of 2 400 ml,498.00,398.40,Mkt: Frsh Ventures Pvt. Ltd.
1492,Frsh Dedorant Body Spray - Hero-Pack Of 2 400 ml,498.00,398.40,Mkt: Frsh Ventures Pvt. Ltd.
1493,Frsh Dedorant Body Spray Spray -Tiger - Pack Of 2 400 ml,498.00,398.40,Mkt: Frsh Ventures Pvt. Ltd.
1494,Frsh Eau De Toilette - Date 30 ml,399.00,319.20,Mkt: Frsh Ventures Pvt. Ltd.
1495,FERISTAT Syrup 200ml,150.00,123.00,Mkt: Stature Life Sciences Pvt Ltd
1496,FERHANCE Tablet 10's,94.00,77.08,Mkt: Hegde & Hegde Pharmaceutica Llp
1497,FRACURA Capsule 15's,305.25,250.31,Mkt: Pharmanova Specialties Pvt Ltd
1498,FLORITA LL Capsule 10's,455.00,386.75,Mkt: Sun Pharma Laboratories Ltd
1499,FLORITA Capsule 10's,345.00,293.25,Mkt: Sun Pharmaceutical Industries Ltd
1500,FARORIGHT 200 Tablet 10's,1035.00,848.70,Mkt: Sun Pharmaceutical Industries Ltd
1501,FLOMIST F Nasal Spray 120md,514.31,421.73,Mkt: Cipla Ltd
1502,FLUCOS 200 Tablet 6's,104.63,85.80,Mkt: Eris Oaknet Healthcare Pvt Ltd
1503,FUNGIS 200 Capsule 10's,250.00,205.00,Mkt: STALLION LABORATORIES PVT LTD
1504,FUNGIRET 1% Cream 30gm,149.00,122.18,Mkt: CLARET LIFESCIENCES
1505,FUSIDOX Skin Cream 7.5gm,85.08,69.77,Mkt: Anhox Healthcare Pvt Ltd
1506,FLAVORIDE PLUS 200 Tablet 10's,214.50,175.89,Mkt: Obsurge Biotech Ltd
1507,FLUCORT SKIN Lotion 30ml,147.00,120.54,Mkt: Glenmark Pharmaceuticals Ltd
1508,FEFORON ZXT Tablet 10's,159.50,130.79,Mkt: ASTRA LABS
1509,Flamingo Lumbar Sacro Belt - Beige (OC - 2001) (L),799.00,647.19,Mkt: Ascent Meditech Limited
1510,FLAGYL ER 600 Tablet 10's,60.56,49.66,Mkt: Abbott Healthcare Pvt Ltd
1511,Flormar Kiss Me More Lip Tattoo 06 Doll 3.8 gm,750.00,225.00,Mkt: Reliance Retail Limited
1512,FLUCOVER Capsule 10's,486.00,398.52,Mkt: Overseas Healthcare Pvt Ltd
1513,FIT NS GOLD Tablet 15's,225.00,157.50,Mkt: Pharmanova Specialties Pvt Ltd
1514,FOLOD PM Tablet 10's,103.70,85.03,Mkt: Astraea Life Sciences Pvt.Ltd
1515,FLUTIVIN Nasal Spray 6gm,270.00,221.40,Mkt: Leeford Healthcare Ltd (Generics)
1516,FESTIVE MZ Suspension 30ml,73.70,60.43,Mkt: Laborate Pharmaceuticals India Ltd
1517,FLUCENT P 100 Tablet 10's,154.61,126.78,Mkt: Crescent Pharmaceuticals
1518,FULTRESS F 10% Topical Solution 60ml,895.00,733.90,Mkt: BDR Pharmaceuticals International Pvt Ltd
1519,FERINJECT 1000 Injection 20ml,6267.15,5139.06,Mkt: Lupin Ltd
1520,Fourrts Rubor Gel 30 gm,110.00,99.00,Mkt: Fourrts India Laboratories Pvt Ltd
1521,Fourrts Rubor Drops 30 ml,140.00,126.00,Mkt: Fourrts India Laboratories Pvt Ltd
1522,Fourrts Piles Fil Gel 30 gm,110.00,99.00,Mkt: Fourrts India Laboratories Pvt Ltd
1523,Fourrts Hairgro Shampoo 100 ml,200.00,180.00,Mkt: Fourrts India Laboratories Pvt Ltd
1524,Fourrts Gastrofil Syrup 100 ml,155.00,139.50,Mkt: Fourrts India Laboratories Pvt Ltd
1525,Fourrts Fresh N Fairy Cream 30 gm,110.00,99.00,Mkt: Fourrts India Laboratories Pvt Ltd
1526,Fourrts Franz's Gel 30 gm,85.00,76.50,Mkt: Fourrts India Laboratories Pvt Ltd
1527,Fourrts Filocof Cough Syrup 100 ml,105.00,94.50,Mkt: Fourrts India Laboratories Pvt Ltd
1528,Fourrts Filcal D Tablet 50's,305.00,274.50,Mkt: Fourrts India Laboratories Pvt Ltd
1529,Fourrts Erytrofil Syrup 200 ml,200.00,180.00,Mkt: Fourrts India Laboratories Pvt Ltd
1530,Fourrts Dr.Mulder's Protin Powder 400 gm,520.00,468.00,Mkt: Fourrts India Laboratories Pvt Ltd
1531,Fourrts Douglas Drops 30 ml,185.00,166.50,Mkt: Fourrts India Laboratories Pvt Ltd
1532,Fourrts Douglas Cream 125 gm,300.00,270.00,Mkt: Fourrts India Laboratories Pvt Ltd
1533,Fourrts Cinalmix Syrup 30 ml,75.00,67.50,Mkt: Fourrts India Laboratories Pvt Ltd
1534,Fourrts Arnica Hair Oil 100 ml,120.00,108.00,Mkt: Fourrts India Laboratories Pvt Ltd
1535,Fourrts Alfas DG Syrup 200 ml,250.00,225.00,Mkt: Fourrts India Laboratories Pvt Ltd
1536,Fourrts Alfas 2000 Syrup 200 ml,250.00,225.00,Mkt: Fourrts India Laboratories Pvt Ltd
1537,FLUMET 400 Tablet 1's,29.70,20.79,Mkt: Leeford Healthcare Ltd (Generics)
1538,Flamingo Flamicrepe Cotton Crepe Bandage B.P. (OC - 2308) (15 cm x 4 m),430.00,279.50,Mkt: Ascent Meditech Limited
1539,FLUTAX 20 Capsule 10's,39.85,27.90,Mkt: Leeford Healthcare Ltd (Generics)
1540,Flower Cure Bach Flower Mix 44 Drops 30 ml,300.00,270.00,Mkt: The Bachflower Mix
1541,Flower Cure Bach Flower Mix 43 Drops 30 ml,250.00,225.00,Mkt: The Bachflower Mix
1542,Flower Cure Bach Flower Mix 07 Drops 30 ml,400.00,360.00,Mkt: The Bachflower Mix
1543,Flower Cure Bach Flower Mix 03 Drops 30 ml,300.00,270.00,Mkt: The Bachflower Mix
1544,Flower Cure Bach Flower Mix 36 Drops 30 ml,300.00,270.00,Mkt: The Bachflower Mix
1545,Flower Cure Bach Flower Mix 30 Drops 30 ml,400.00,360.00,Mkt: The Bachflower Mix
1546,Flower Cure Bach Flower Mix 29 Drops 30 ml,400.00,360.00,Mkt: The Bachflower Mix
1547,Flower Cure Bach Flower Mix 28 Drops 30 ml,400.00,360.00,Mkt: The Bachflower Mix
1548,Flower Cure Bach Flower Mix 22 Drops 30 ml,300.00,270.00,Mkt: The Bachflower Mix
1549,FERTYL GOLD Tablet 15's,660.00,541.20,Mkt: Arex Laboratories Pvt Ltd
1550,FERTYL F Tablet 10's,314.00,257.48,Mkt: Arex Laboratories Pvt Ltd
1551,FUCINOVA B Cream 10gm,87.00,71.34,Mkt: RHINE BIOGENICS PVT LTD
1552,FEPANIL AS Tablet 10's,104.60,85.77,Mkt: Citadel Fine Pharmaceuticals Pvt Ltd
1553,FUCAN 150 Tablet 10's,120.51,98.82,Mkt: RHINE BIOGENICS PVT LTD
1554,FUCAN 200 Tablet 2's,34.88,28.60,Mkt: RHINE BIOGENICS PVT LTD
1555,FLUCOZOX 150 Capsule 1's,23.06,18.91,Mkt: Ikon Remedies Pvt Ltd
1556,FEBREX PLUS DS Delicious Orange Flavour Suspension 60ml,93.00,76.26,Mkt: Indoco Remedies Ltd
1557,FORHEAL A Tablet 10's,217.00,177.94,Mkt: RHINE BIOGENICS PVT LTD
1558,Freeskin Tea Tree & Aloe Vera Shower Gel 400 ml,299.00,164.45,Mkt: GLIDE ROUTE VENTURES LLP
1559,Freeskin Lemon Shower Gel 400 ml,299.00,164.45,Mkt: GLIDE ROUTE VENTURES LLP
1560,Freeskin Orange Shower Gel 400 ml,299.00,179.40,Mkt: GLIDE ROUTE VENTURES LLP
1561,Freeskin Coco & Shea Shower Gel 400 ml,299.00,179.40,Mkt: GLIDE ROUTE VENTURES LLP
1562,Freeskin Charcoal Shower Gel 400 ml,299.00,164.45,Mkt: GLIDE ROUTE VENTURES LLP
1563,FIBOPEG ORANGE FLAVOUR NO ADDED SUGAR Granules 154.8gm,294.00,241.08,Mkt: Lupin Ltd
1564,FANTY XT Tablet 10's,125.00,102.50,Mkt: Biovitamins Private Limited
1565,FLUCOLD DS Suspension 60ml,70.10,57.48,Mkt: Wallace Pharmaceuticals Ltd
1566,FESTIVE 200 Tablet 10's,75.60,61.99,Mkt: Laborate Pharmaceuticals India Ltd
1567,FETOFINE SR 300 Tablet 10's,495.00,405.90,Mkt: RHINE BIOGENICS PVT LTD
1568,FUPAN D Capsule 10's,113.00,92.66,Mkt: Fusion Healthcare Pvt Ltd
